day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_COLLISIONS
7,2018,02,04,2018-02-04,35.2,20.6,1023.9,8.9,3.9,8.0,24.1,45.0,16.0,0.0,999.9,0,541
7,2024,02,11,2024-02-11,49.7,34.8,1012.0,10.0,3.9,8.9,14.0,60.1,45.0,0.0,999.9,0,188
4,2013,02,28,2013-02-28,45.2,32.9,1002.1,9.8,3.9,8.0,15.0,51.1,43.0,0.44,999.9,0,517
3,2021,02,10,2021-02-10,29.4,16.3,1025.2,9.5,3.9,7.0,999.9,35.1,26.1,0.0,9.1,0,279
2,2015,02,17,2015-02-17,20.2,5.0,1014.4,6.7,3.9,8.9,999.9,27.0,3.0,0.11,9.1,0,620
3,2017,02,08,2017-02-08,45.9,39.9,1003.4,4.8,3.9,8.0,999.9,62.1,36.0,0.24,999.9,1,673
2,2023,02,21,2023-02-21,44.3,33.7,1003.6,7.7,3.9,9.9,999.9,61.0,37.0,0.2,999.9,0,226
3,2014,02,19,2014-02-19,38.4,28.2,1014.5,6.8,3.9,8.9,17.1,45.0,26.1,0.09,18.1,0,552
7,2024,02,25,2024-02-25,30.7,6.8,1018.6,10.0,3.9,7.0,999.9,44.1,23.0,0.0,999.9,0,237
1,2023,02,27,2023-02-27,39.5,19.8,1012.9,10.0,4.0,8.9,19.0,50.0,30.0,0.0,999.9,0,246
5,2024,02,02,2024-02-02,43.1,35.5,1011.7,7.9,4.0,9.9,18.1,46.0,37.0,0.19,999.9,0,255
3,2024,02,21,2024-02-21,35.1,20.3,1031.0,10.0,4.0,8.0,15.0,43.0,26.1,0.0,999.9,0,212
7,2020,02,02,2020-02-02,39.3,30.9,1002.2,8.4,4.0,11.1,22.9,45.0,35.1,0.01,999.9,0,391
2,2023,02,07,2023-02-07,35.9,21.5,1025.2,10.0,4.0,7.0,999.9,52.0,30.0,0.0,999.9,0,258
3,2015,02,04,2015-02-04,31.2,17.3,1023.0,9.1,4.0,8.0,14.0,42.1,12.9,0.0,7.9,0,585
4,2023,02,16,2023-02-16,61.4,41.0,1014.6,9.6,4.0,9.9,21.0,70.0,46.9,0.0,999.9,0,262
7,2016,02,07,2016-02-07,39.1,20.8,1021.5,10.0,4.0,8.9,17.1,46.9,30.0,0.0,999.9,0,423
5,2024,02,09,2024-02-09,46.7,33.9,1020.4,10.0,4.0,7.0,999.9,55.0,37.0,0.0,999.9,0,290
7,2021,02,28,2021-02-28,43.7,34.4,1023.6,9.1,4.1,8.9,15.9,50.0,37.9,0.33,999.9,0,212
4,2022,02,10,2022-02-10,44.7,29.1,1011.6,9.9,4.1,9.9,17.1,54.0,28.9,0.0,999.9,0,302
3,2017,02,01,2017-02-01,39.6,26.6,1012.1,9.2,4.1,8.9,20.0,46.9,26.1,0.06,999.9,0,574
7,2014,02,23,2014-02-23,48.6,26.0,1014.8,10.0,4.1,6.0,17.1,54.0,39.9,0.0,9.8,0,414
4,2018,02,15,2018-02-15,51.0,44.3,1013.3,7.1,4.1,8.9,999.9,60.1,35.1,0.11,999.9,0,645
1,2023,02,06,2023-02-06,45.3,27.0,1015.5,10.0,4.1,13.0,22.0,52.0,27.0,0.0,999.9,0,255
7,2021,02,14,2021-02-14,31.2,21.4,1023.0,9.8,4.1,8.9,15.0,37.9,25.0,0.0,7.9,0,184
2,2014,02,18,2014-02-18,32.0,18.5,1020.7,7.1,4.2,8.9,18.1,39.0,26.1,0.07,16.9,1,518
7,2023,02,05,2023-02-05,35.1,15.8,1024.1,10.0,4.2,9.9,21.0,48.9,25.0,0.0,999.9,0,207
1,2024,02,26,2024-02-26,41.7,26.1,1017.3,10.0,4.2,8.9,18.1,55.0,23.0,0.0,999.9,0,238
6,2020,02,15,2020-02-15,21.6,2.5,1035.1,10.0,4.2,8.0,19.0,39.9,14.0,0.0,999.9,0,440
5,2022,02,11,2022-02-11,47.5,23.3,1014.3,10.0,4.2,8.9,22.0,57.0,37.0,0.0,999.9,0,319
6,2017,02,18,2017-02-18,45.7,21.7,1009.3,10.0,4.2,8.0,17.1,63.0,26.1,0.0,999.9,0,570
5,2020,02,21,2020-02-21,27.7,3.4,1031.0,10.0,4.3,7.0,18.1,35.1,19.9,0.0,999.9,0,504
3,2024,02,07,2024-02-07,39.0,20.0,1024.9,10.0,4.3,7.0,999.9,48.0,28.9,0.0,999.9,0,248
2,2021,02,09,2021-02-09,29.8,20.2,1025.8,8.4,4.3,7.0,999.9,33.8,26.1,0.0,9.8,0,229
2,2022,02,22,2022-02-22,45.1,39.5,1025.5,6.4,4.3,9.9,19.0,55.0,32.0,0.0,999.9,0,244
6,2023,02,25,2023-02-25,27.1,10.8,1031.1,9.7,4.3,13.0,21.0,45.0,23.0,0.0,999.9,0,239
4,2018,02,01,2018-02-01,37.5,21.2,1015.2,9.9,4.3,12.0,22.9,45.0,18.0,0.0,999.9,0,594
7,2016,02,21,2016-02-21,52.8,31.8,1011.7,10.0,4.3,8.9,20.0,61.0,39.0,0.0,999.9,0,481
2,2022,02,01,2022-02-01,28.6,14.0,1032.9,10.0,4.4,8.0,999.9,36.0,21.0,0.0,5.9,0,274
7,2023,02,26,2023-02-26,35.3,23.5,1014.9,8.8,4.4,9.9,18.1,50.0,23.0,0.0,999.9,0,232
6,2017,02,11,2017-02-11,37.3,21.5,1015.6,9.6,4.4,13.0,21.0,48.0,19.0,0.0,7.9,0,511
6,2014,02,08,2014-02-08,25.9,5.0,1025.2,10.0,4.4,8.9,15.0,32.0,21.0,0.0,9.1,0,424
2,2021,02,23,2021-02-23,38.8,29.5,1005.3,8.6,4.5,8.0,15.0,45.0,32.0,0.52,3.1,0,240
1,2016,02,22,2016-02-22,45.3,26.8,1017.9,10.0,4.5,8.9,15.9,55.0,37.9,0.03,999.9,0,615
6,2018,02,24,2018-02-24,46.1,40.5,1021.7,8.5,4.5,12.0,19.0,55.0,39.9,0.06,999.9,0,540
2,2022,02,15,2022-02-15,21.9,0.3,1034.1,10.0,4.5,8.0,999.9,30.0,16.0,0.0,1.2,0,289
6,2021,02,27,2021-02-27,43.0,36.0,1025.3,6.8,4.5,8.0,17.1,50.0,33.1,0.06,999.9,0,223
7,2021,02,07,2021-02-07,35.9,21.1,1016.3,6.2,4.5,8.0,999.9,44.1,30.9,0.0,7.1,1,243
3,2022,02,16,2022-02-16,34.9,18.9,1038.1,10.0,4.5,8.0,17.1,43.0,16.0,0.0,999.9,0,278
5,2018,02,09,2018-02-09,29.9,14.7,1032.5,10.0,4.5,8.9,18.1,35.1,25.0,0.0,999.9,0,583
2,2018,02,20,2018-02-20,54.4,50.1,1026.2,5.7,4.5,9.9,18.1,66.9,36.0,0.04,999.9,0,535
5,2021,02,12,2021-02-12,25.8,4.7,1026.6,10.0,4.6,9.9,15.9,30.0,19.9,0.1,9.1,0,290
3,2017,02,15,2017-02-15,40.3,29.5,1000.1,9.4,4.6,15.9,25.1,46.9,28.0,0.0,2.0,0,603
6,2015,02,14,2015-02-14,23.4,4.9,1014.0,8.5,4.6,8.9,20.0,32.0,8.1,0.0,7.9,0,436
3,2020,02,05,2020-02-05,45.2,33.0,1014.0,9.8,4.6,11.1,17.1,61.0,39.9,0.0,999.9,0,432
4,2015,02,12,2015-02-12,32.3,19.4,1009.9,8.9,4.6,8.9,21.0,39.9,21.9,0.0,7.9,0,526
6,2015,02,21,2015-02-21,20.5,3.2,1031.1,7.7,4.6,8.0,17.1,28.9,1.9,0.0,9.1,0,517
5,2015,02,27,2015-02-27,23.2,5.0,1025.7,10.0,4.6,8.9,999.9,32.0,18.0,0.0,11.0,0,703
7,2022,02,06,2022-02-06,22.3,7.2,1035.4,10.0,4.7,11.1,19.0,30.0,17.1,0.0,999.9,0,270
2,2016,02,09,2016-02-09,30.4,21.8,1004.4,9.4,4.7,8.9,999.9,39.0,27.0,0.05,999.9,0,571
4,2017,02,02,2017-02-02,39.5,22.2,1017.4,10.0,4.7,11.1,21.0,46.9,33.1,0.0,999.9,0,586
2,2013,02,05,2013-02-05,29.1,20.3,1013.8,6.5,4.7,8.9,15.0,30.0,28.0,0.01,999.9,0,566
7,2018,02,18,2018-02-18,37.2,27.4,1023.6,7.1,4.7,9.9,18.1,44.1,28.0,0.53,999.9,1,472
3,2016,02,03,2016-02-03,48.8,40.3,1022.7,7.7,4.7,9.9,22.0,57.0,37.9,0.0,999.9,0,579
1,2024,02,19,2024-02-19,37.0,12.5,1017.7,10.0,4.7,8.9,20.0,41.0,26.1,0.0,999.9,0,174
3,2018,02,28,2018-02-28,49.7,28.3,1018.8,10.0,4.7,8.9,22.9,61.0,39.0,0.0,999.9,0,654
4,2014,02,20,2014-02-20,42.8,26.6,1019.7,9.5,4.7,8.9,18.1,50.0,37.9,0.26,16.9,0,556
7,2020,02,09,2020-02-09,36.3,25.8,1030.5,10.0,4.8,8.9,999.9,44.1,30.0,0.0,999.9,0,373
5,2023,02,17,2023-02-17,54.4,48.0,1005.7,8.5,4.9,13.0,26.0,70.0,39.0,0.07,999.9,1,276
4,2014,02,06,2014-02-06,27.3,18.7,1020.4,9.5,4.9,8.0,14.0,33.1,21.2,1.43,9.1,0,569
1,2022,02,21,2022-02-21,39.2,21.2,1026.8,10.0,4.9,8.9,22.9,55.0,21.0,0.0,999.9,0,194
3,2018,02,21,2018-02-21,65.9,56.8,1024.9,9.5,4.9,11.1,19.0,78.1,46.9,0.0,999.9,0,601
1,2021,02,15,2021-02-15,33.2,23.8,1022.9,8.9,4.9,8.0,999.9,37.9,27.0,0.0,7.9,0,208
5,2013,02,15,2013-02-15,43.0,30.7,1015.0,7.8,4.9,9.9,15.9,55.0,37.0,0.0,999.9,0,604
1,2013,02,25,2013-02-25,37.5,22.7,1018.1,10.0,5.0,9.9,22.9,45.0,32.0,0.01,999.9,0,490
4,2016,02,04,2016-02-04,54.7,44.9,1014.2,9.1,5.0,13.0,22.0,59.0,42.1,0.73,999.9,0,609
2,2018,02,13,2018-02-13,32.1,12.5,1040.6,10.0,5.0,8.9,15.9,39.0,26.1,0.0,999.9,0,613
1,2016,02,01,2016-02-01,52.1,35.4,1009.2,9.8,5.0,7.0,18.1,59.0,36.0,0.0,3.9,0,716
2,2024,02,20,2024-02-20,32.5,7.6,1030.3,10.0,5.0,8.0,15.9,41.0,26.1,0.0,999.9,0,231
6,2024,02,24,2024-02-24,41.9,23.9,1002.5,10.0,5.0,11.1,20.0,46.9,37.0,0.04,999.9,0,211
3,2014,02,26,2014-02-26,27.4,9.3,1012.7,8.9,5.0,14.0,22.0,33.1,24.1,0.0,5.9,0,511
3,2014,02,12,2014-02-12,18.9,2.7,1032.4,10.0,5.0,8.9,14.0,26.1,12.9,0.0,9.8,0,640
5,2018,02,16,2018-02-16,55.3,49.2,1004.6,8.4,5.0,8.9,24.1,62.1,43.0,0.17,999.9,0,582
6,2016,02,06,2016-02-06,34.6,16.7,1027.5,10.0,5.0,9.9,19.0,44.1,30.0,0.15,1.2,0,553
7,2024,02,04,2024-02-04,37.5,18.8,1015.9,10.0,5.0,9.9,18.1,46.0,30.9,0.0,999.9,0,242
2,2013,02,26,2013-02-26,39.9,28.7,1023.4,9.4,5.0,9.9,15.9,44.1,35.1,0.0,999.9,0,537
4,2013,02,07,2013-02-07,29.3,6.2,1029.8,10.0,5.0,8.9,17.1,35.1,26.1,0.0,999.9,0,526
4,2021,02,11,2021-02-11,29.5,18.5,1024.5,7.3,5.0,8.9,999.9,34.0,26.1,0.11,9.1,0,299
5,2017,02,24,2017-02-24,62.7,51.6,1012.3,9.9,5.1,9.9,18.1,70.0,44.1,0.0,999.9,0,657
3,2020,02,26,2020-02-26,46.3,44.0,1012.3,5.0,5.1,9.9,999.9,53.1,45.0,0.14,999.9,0,449
6,2016,02,27,2016-02-27,31.9,9.8,1018.3,10.0,5.2,11.1,19.0,41.0,26.1,0.0,999.9,0,388
6,2018,02,17,2018-02-17,34.5,18.7,1024.9,9.3,5.2,11.1,22.0,42.1,28.0,0.04,999.9,1,604
1,2020,02,10,2020-02-10,43.5,34.7,1023.4,8.6,5.2,11.1,15.9,46.9,30.9,0.02,999.9,0,572
1,2023,02,20,2023-02-20,51.0,38.5,1008.7,9.8,5.2,11.1,17.1,61.0,37.0,0.0,999.9,0,186
5,2017,02,03,2017-02-03,30.6,11.0,1021.8,10.0,5.2,9.9,15.0,45.0,26.1,0.0,999.9,0,609
5,2016,02,19,2016-02-19,30.1,8.3,1032.9,10.0,5.2,9.9,17.1,37.0,24.1,0.0,999.9,0,532
3,2023,02,22,2023-02-22,40.7,26.5,1016.7,9.3,5.2,11.1,15.0,50.0,37.0,0.07,999.9,0,214
1,2020,02,03,2020-02-03,45.1,33.3,1006.8,9.1,5.2,8.9,15.9,57.0,35.1,0.06,999.9,0,559
2,2014,02,11,2014-02-11,21.7,4.1,1026.7,10.0,5.2,8.9,15.9,28.9,16.0,0.0,9.8,0,636
4,2020,02,20,2020-02-20,32.6,10.9,1029.7,10.0,5.2,8.0,18.1,48.0,28.9,0.0,999.9,0,448
3,2023,02,08,2023-02-08,44.8,29.1,1021.3,8.9,5.3,9.9,24.1,53.1,30.0,0.02,999.9,0,237
2,2017,02,07,2017-02-07,39.3,34.9,1013.6,5.5,5.3,11.1,18.1,48.9,36.0,0.06,999.9,0,626
7,2020,02,16,2020-02-16,34.6,20.7,1023.2,10.0,5.3,11.1,19.0,44.1,14.0,0.0,999.9,0,387
1,2014,02,03,2014-02-03,35.5,30.4,1019.7,3.7,5.3,8.9,14.0,55.9,30.0,0.33,1.2,1,960
3,2024,02,28,2024-02-28,53.9,49.9,1005.9,5.7,5.4,8.0,15.9,59.0,39.9,0.53,999.9,0,204
2,2022,02,08,2022-02-08,37.6,30.1,1013.4,8.1,5.4,12.0,22.0,45.0,30.0,0.22,999.9,0,279
3,2020,02,12,2020-02-12,42.8,25.2,1018.4,10.0,5.4,11.1,22.0,48.0,37.9,0.14,999.9,0,438
1,2014,02,10,2014-02-10,25.1,12.4,1019.4,7.6,5.4,9.9,19.0,30.9,21.0,0.1,7.9,1,678
7,2022,02,13,2022-02-13,35.0,24.8,1019.0,5.1,5.4,9.9,19.0,59.0,28.9,0.14,999.9,1,229
6,2017,02,25,2017-02-25,57.3,53.5,1008.1,8.7,5.4,15.0,24.1,70.0,50.0,0.0,999.9,1,573
5,2022,02,04,2022-02-04,43.6,40.8,1013.6,5.5,5.4,9.9,22.0,57.0,28.9,0.6,2.0,0,288
3,2023,02,01,2023-02-01,32.1,15.0,1023.6,9.2,5.5,8.0,999.9,50.0,26.1,0.05,999.9,0,256
3,2018,02,07,2018-02-07,32.9,25.0,1030.5,6.4,5.5,11.1,22.0,45.0,26.1,0.0,999.9,1,653
1,2018,02,12,2018-02-12,48.4,36.6,1023.7,8.8,5.5,12.0,19.0,62.1,39.9,0.91,999.9,0,543
6,2024,02,17,2024-02-17,33.8,21.0,1009.8,6.3,5.5,11.1,22.9,37.9,30.2,0.17,999.9,1,252
1,2024,02,05,2024-02-05,37.6,16.0,1013.4,10.0,5.5,12.0,27.0,46.0,30.9,0.0,999.9,0,258
1,2014,02,17,2014-02-17,23.7,3.1,1024.2,10.0,5.5,11.1,18.1,32.0,18.0,0.0,18.1,0,491
2,2017,02,21,2017-02-21,40.8,18.8,1026.7,10.0,5.5,9.9,17.1,55.0,34.0,0.0,999.9,0,483
6,2021,02,20,2021-02-20,31.4,20.4,1018.3,9.3,5.5,13.0,20.0,34.0,27.0,0.11,5.1,0,257
1,2017,02,06,2017-02-06,41.6,20.4,1016.7,10.0,5.5,8.0,20.0,48.0,36.0,0.0,999.9,0,568
2,2017,02,14,2017-02-14,32.6,18.8,1013.0,10.0,5.5,11.1,22.0,39.9,28.0,0.02,2.0,0,688
5,2014,02,07,2014-02-07,27.6,13.5,1024.7,10.0,5.6,11.1,15.9,32.0,24.1,0.0,9.1,0,675
6,2022,02,19,2022-02-19,31.4,11.1,1016.1,10.0,5.6,15.0,29.9,39.0,26.1,0.33,999.9,0,237
6,2013,02,16,2013-02-16,37.9,28.0,1012.8,9.6,5.6,11.1,19.0,46.9,33.8,0.02,999.9,0,449
2,2023,02,14,2023-02-14,48.1,19.3,1012.6,10.0,5.6,11.1,21.0,57.0,39.9,0.0,999.9,0,259
7,2018,02,25,2018-02-25,42.4,39.8,1017.8,6.5,5.6,12.0,18.1,55.0,39.9,0.58,999.9,0,448
6,2021,02,13,2021-02-13,27.5,5.2,1026.0,10.0,5.6,8.9,15.9,28.9,25.0,0.0,7.9,0,210
1,2017,02,20,2017-02-20,50.5,25.4,1019.3,10.0,5.7,13.0,20.0,64.9,43.0,0.0,999.9,0,428
6,2020,02,22,2020-02-22,37.4,6.4,1024.7,10.0,5.7,8.0,17.1,50.0,19.9,0.0,999.9,0,407
4,2014,02,27,2014-02-27,24.6,1.3,1007.8,9.7,5.7,12.0,34.0,34.0,19.9,0.03,5.9,0,571
3,2015,02,25,2015-02-25,27.6,9.5,1010.4,10.0,5.8,9.9,21.0,37.0,19.9,0.0,11.8,0,628
7,2021,02,21,2021-02-21,29.7,12.9,1029.9,10.0,5.8,12.0,20.0,36.0,24.1,0.0,5.9,0,208
6,2014,02,22,2014-02-22,46.0,25.8,1014.5,10.0,5.8,11.1,19.0,54.0,41.0,0.09,13.0,0,587
2,2013,02,19,2013-02-19,39.2,22.4,1017.1,9.3,5.8,11.1,21.0,48.9,32.0,0.0,999.9,0,477
7,2015,02,08,2015-02-08,35.1,27.6,1013.7,5.9,5.9,13.0,18.1,39.9,25.0,0.02,7.9,0,394
4,2016,02,18,2016-02-18,32.5,11.5,1027.0,10.0,5.9,9.9,18.1,37.0,27.0,0.0,999.9,0,592
7,2017,02,19,2017-02-19,59.9,32.1,1007.5,10.0,5.9,12.0,20.0,64.9,54.0,0.0,999.9,0,438
5,2018,02,23,2018-02-23,37.6,34.1,1036.4,7.4,5.9,11.1,14.0,39.9,35.6,0.17,999.9,0,548
2,2015,02,24,2015-02-24,12.1,-6.8,1025.2,10.0,6.0,13.0,21.0,21.9,3.9,0.0,11.8,0,580
6,2016,02,20,2016-02-20,47.7,29.1,1015.3,10.0,6.0,9.9,21.0,61.0,36.0,0.0,999.9,0,555
1,2017,02,27,2017-02-27,42.2,19.2,1027.1,10.0,6.0,9.9,15.9,53.1,35.1,0.0,999.9,0,540
4,2018,02,08,2018-02-08,31.0,18.2,1023.5,10.0,6.0,11.1,24.1,45.0,25.0,0.85,999.9,0,616
4,2015,02,26,2015-02-26,26.8,8.2,1015.6,9.7,6.1,9.9,15.9,37.0,19.9,0.0,11.8,0,539
6,2023,02,11,2023-02-11,42.4,20.4,1021.8,10.0,6.1,11.1,22.9,61.0,36.0,0.0,999.9,0,261
5,2014,02,28,2014-02-28,16.5,-8.0,1024.3,10.0,6.1,14.0,24.1,34.0,9.0,0.0,5.9,0,655
4,2024,02,15,2024-02-15,31.9,13.0,1019.5,10.0,6.1,14.0,25.1,39.0,27.0,0.0,2.0,0,244
4,2020,02,06,2020-02-06,39.2,33.5,1008.3,5.2,6.1,11.1,15.9,55.0,35.1,0.43,999.9,0,544
3,2020,02,19,2020-02-19,44.0,25.5,1020.5,8.5,6.2,13.0,22.0,48.0,37.9,0.0,999.9,0,477
1,2013,02,04,2013-02-04,26.8,10.5,1012.0,9.8,6.2,12.0,28.0,30.0,23.0,0.02,999.9,0,553
2,2021,02,16,2021-02-16,40.2,34.4,1007.0,5.1,6.2,12.0,24.1,51.1,30.9,0.82,7.1,1,213
4,2015,02,05,2015-02-05,33.8,16.1,1014.6,10.0,6.3,11.1,22.9,43.0,21.0,0.0,7.9,0,569
7,2017,02,05,2017-02-05,35.2,13.9,1018.2,10.0,6.3,8.9,24.1,42.1,21.9,0.0,999.9,0,429
5,2014,02,21,2014-02-21,39.4,36.3,1011.7,2.9,6.3,14.0,28.0,48.2,35.6,0.03,15.0,1,545
6,2013,02,02,2013-02-02,24.1,6.5,1022.7,10.0,6.3,12.0,19.0,28.9,19.0,0.0,999.9,0,534
1,2021,02,08,2021-02-08,23.7,9.2,1026.4,9.3,6.3,12.0,22.9,39.9,17.1,0.41,5.9,0,301
6,2013,02,23,2013-02-23,38.0,34.3,1020.7,5.3,6.3,14.0,22.0,42.1,36.0,0.0,999.9,0,521
2,2023,02,28,2023-02-28,34.3,31.2,1006.7,3.5,6.3,15.9,24.1,46.0,32.0,0.47,999.9,1,228
3,2021,02,24,2021-02-24,45.8,28.5,1013.6,10.0,6.4,11.1,18.1,54.0,36.0,0.01,3.1,0,267
7,2016,02,28,2016-02-28,46.0,21.8,1013.4,10.0,6.4,8.9,20.0,60.1,26.1,0.0,999.9,0,509
2,2024,02,06,2024-02-06,34.9,13.0,1020.1,10.0,6.4,11.1,24.1,45.0,28.9,0.0,999.9,0,252
7,2017,02,12,2017-02-12,34.7,28.7,1017.7,6.2,6.4,14.0,20.0,48.0,30.0,0.04,5.1,0,439
3,2014,02,05,2014-02-05,31.8,27.5,1015.2,4.1,6.4,13.0,24.1,35.1,21.9,0.97,7.9,1,468
2,2020,02,18,2020-02-18,41.9,30.2,1024.8,9.1,6.4,11.1,18.1,51.1,37.9,0.0,999.9,0,428
5,2013,02,22,2013-02-22,30.0,17.2,1026.7,10.0,6.4,9.9,21.0,37.9,25.0,0.0,999.9,0,531
5,2023,02,24,2023-02-24,41.9,29.2,1019.7,7.6,6.5,17.1,28.0,45.0,34.0,0.02,999.9,0,269
3,2021,02,03,2021-02-03,32.2,23.6,998.2,8.7,6.5,9.9,18.1,37.0,28.9,0.04,14.2,0,246
2,2016,02,16,2016-02-16,45.0,41.2,1010.7,4.1,6.5,15.0,35.0,53.6,30.9,0.46,999.9,1,615
6,2014,02,15,2014-02-15,35.6,23.9,1006.5,7.0,6.5,14.0,22.0,39.9,30.9,0.3,18.1,1,516
5,2016,02,12,2016-02-12,20.4,-1.8,1021.3,10.0,6.6,12.0,25.1,30.9,15.1,0.0,999.9,0,628
1,2023,02,13,2023-02-13,46.7,18.2,1004.1,10.0,6.6,11.1,15.9,57.0,37.9,0.01,999.9,0,264
4,2022,02,17,2022-02-17,55.6,41.7,1022.5,10.0,6.6,11.1,22.0,68.0,45.0,0.0,999.9,0,267
6,2022,02,26,2022-02-26,29.2,12.1,1028.2,10.0,6.6,12.0,22.0,41.0,24.1,0.24,999.9,0,247
3,2022,02,23,2022-02-23,60.8,49.0,1014.0,10.0,6.6,11.1,26.0,68.0,37.0,0.26,999.9,0,253
7,2024,02,18,2024-02-18,31.4,12.1,1011.4,10.0,6.6,11.1,28.0,39.9,26.1,0.01,2.0,0,212
6,2021,02,06,2021-02-06,39.4,16.7,1013.0,10.0,6.6,13.0,28.9,46.9,34.0,0.07,9.1,0,275
3,2016,02,17,2016-02-17,39.1,26.7,1013.0,10.0,6.7,9.9,18.1,54.0,35.1,0.99,999.9,0,525
5,2018,02,02,2018-02-02,31.9,18.1,1014.7,9.2,6.7,13.0,24.1,45.0,21.0,0.23,999.9,0,617
4,2021,02,04,2021-02-04,35.0,19.9,1008.6,10.0,6.7,11.1,19.0,43.0,28.9,0.01,13.0,0,277
4,2018,02,22,2018-02-22,48.7,39.0,1032.6,8.4,6.8,9.9,20.0,78.1,37.0,0.06,999.9,0,550
4,2021,02,18,2021-02-18,28.1,13.5,1030.8,5.9,6.8,12.0,20.0,34.0,21.9,0.0,3.1,1,256
1,2018,02,05,2018-02-05,36.6,26.0,1013.9,8.1,6.8,13.0,26.0,46.0,28.9,0.96,999.9,0,706
5,2023,02,10,2023-02-10,56.0,39.5,1010.7,10.0,6.8,17.1,25.1,61.0,42.1,0.0,999.9,0,297
1,2015,02,02,2015-02-02,29.9,25.0,1008.1,3.0,6.8,15.0,26.0,36.0,19.9,0.71,5.9,1,680
6,2022,02,12,2022-02-12,53.9,27.9,1012.6,10.0,6.8,9.9,20.0,59.0,37.9,0.0,999.9,0,237
5,2020,02,14,2020-02-14,33.8,15.4,1020.7,10.0,6.9,11.1,20.0,44.1,25.0,0.16,999.9,0,632
4,2016,02,25,2016-02-25,52.6,44.7,992.1,8.5,6.9,12.0,32.1,61.0,36.0,1.11,999.9,0,663
4,2023,02,23,2023-02-23,38.8,35.4,1013.1,7.8,6.9,12.0,19.0,44.1,37.0,0.16,999.9,0,215
1,2022,02,28,2022-02-28,32.5,6.2,1021.3,10.0,6.9,13.0,22.0,48.0,26.1,0.0,999.9,0,278
4,2022,02,24,2022-02-24,32.9,12.7,1028.8,10.0,7.0,15.0,21.0,43.0,28.9,0.0,999.9,0,223
5,2022,02,25,2022-02-25,33.2,25.2,1023.6,6.6,7.0,14.0,22.0,41.0,28.9,0.5,999.9,0,251
1,2016,02,29,2016-02-29,52.8,31.5,1005.0,9.7,7.1,12.0,20.0,61.0,37.9,0.0,999.9,0,616
7,2013,02,24,2013-02-24,39.3,32.4,1009.3,8.1,7.1,13.0,24.1,46.9,36.0,0.27,999.9,0,426
6,2018,02,03,2018-02-03,21.8,2.6,1028.5,10.0,7.1,12.0,20.0,41.0,16.0,0.18,999.9,0,478
5,2020,02,07,2020-02-07,40.7,36.4,992.1,5.2,7.2,19.0,34.0,55.9,35.1,0.19,999.9,0,604
6,2024,02,03,2024-02-03,37.8,22.1,1016.6,10.0,7.2,12.0,22.0,46.0,32.0,0.13,999.9,0,242
2,2015,02,03,2015-02-03,18.1,7.6,1019.8,8.9,7.2,12.0,26.0,34.0,12.9,0.34,7.1,0,740
6,2022,02,05,2022-02-05,24.9,14.4,1021.7,9.7,7.2,13.0,24.1,28.4,21.9,0.53,999.9,0,295
2,2013,02,12,2013-02-12,41.9,28.8,1009.8,8.8,7.2,14.0,22.0,45.0,39.9,0.4,9.1,0,498
5,2021,02,19,2021-02-19,29.8,26.4,1020.6,3.2,7.3,12.0,18.1,33.8,26.6,0.48,2.0,1,202
2,2014,02,25,2014-02-25,28.2,9.0,1016.7,10.0,7.3,14.0,22.0,44.1,24.1,0.0,5.9,0,513
2,2024,02,13,2024-02-13,37.3,28.7,1004.7,6.1,7.4,12.0,22.9,48.0,33.1,0.31,999.9,1,182
5,2016,02,05,2016-02-05,37.4,26.2,1019.2,6.1,7.4,13.0,25.1,48.9,30.2,0.38,999.9,1,607
3,2021,02,17,2021-02-17,29.7,8.8,1022.8,10.0,7.4,14.0,24.1,51.1,21.9,0.02,5.9,0,239
6,2020,02,08,2020-02-08,34.5,16.1,1016.4,10.0,7.5,12.0,27.0,39.9,30.0,0.14,999.9,0,466
6,2020,02,29,2020-02-29,32.2,7.8,1010.9,10.0,7.5,9.9,24.1,42.1,28.9,0.0,999.9,0,456
7,2022,02,27,2022-02-27,35.8,15.1,1018.2,10.0,7.5,14.0,25.1,48.0,24.1,0.0,999.9,0,244
5,2015,02,06,2015-02-06,17.9,-1.5,1022.5,10.0,7.6,12.0,24.1,27.0,12.0,0.0,7.9,0,652
7,2017,02,26,2017-02-26,41.5,24.8,1012.3,9.2,7.6,13.0,24.1,63.0,36.0,0.54,999.9,0,462
7,2016,02,14,2016-02-14,6.9,-16.1,1030.3,10.0,7.6,14.0,31.1,21.9,-0.9,0.0,999.9,0,309
1,2014,02,24,2014-02-24,39.1,17.0,1011.6,10.0,7.6,13.0,22.9,54.0,32.0,0.0,9.1,0,569
7,2022,02,20,2022-02-20,27.0,3.6,1028.2,10.0,7.7,15.0,27.0,39.9,21.0,0.0,999.9,0,245
6,2017,02,04,2017-02-04,27.6,5.2,1025.6,10.0,7.7,12.0,24.1,34.0,21.9,0.0,999.9,0,541
3,2015,02,11,2015-02-11,28.3,12.2,1017.2,10.0,7.8,15.9,24.1,39.9,21.9,0.01,7.9,0,610
1,2022,02,14,2022-02-14,21.8,3.5,1019.5,10.0,7.9,12.0,22.0,42.1,16.0,0.09,1.2,0,305
