rounded_longitude,rounded_latitude,collision_date,num_collisions
-73.9,40.9,2013-05-08,19
-73.9,40.9,2012-07-06,32
-73.9,40.9,2024-08-28,13
-73.9,40.9,2015-06-02,28
-73.9,40.9,2018-02-09,30
-73.9,40.9,2014-07-15,23
-73.9,40.9,2014-08-02,20
-73.9,40.9,2024-08-17,12
-73.9,40.9,2012-07-12,13
-73.9,40.9,2018-07-26,24
-73.9,40.9,2022-10-01,26
-73.9,40.9,2012-10-09,15
-73.9,40.9,2015-02-15,21
-73.9,40.9,2015-10-26,33
-73.9,40.9,2020-06-07,9
-73.9,40.9,2014-06-16,24
-73.9,40.9,2015-01-01,20
-73.9,40.9,2015-09-18,31
-73.9,40.9,2014-01-13,21
-73.9,40.9,2012-11-15,25
-73.9,40.9,2024-02-28,10
-73.9,40.9,2015-02-28,36
-73.9,40.9,2016-05-23,32
-73.9,40.9,2014-05-26,20
-73.9,40.9,2014-04-16,25
-73.9,40.9,2014-03-20,15
-73.9,40.9,2016-08-23,35
-73.9,40.9,2012-08-14,22
-73.9,40.9,2015-05-26,24
-73.9,40.9,2022-08-12,22
-73.9,40.9,2014-07-02,27
-73.9,40.9,2013-05-24,29
-73.9,40.9,2012-11-19,25
-73.9,40.9,2012-08-07,16
-73.9,40.9,2014-07-22,23
-73.9,40.9,2019-11-13,25
-73.9,40.9,2014-08-11,19
-73.9,40.9,2012-07-14,21
-73.9,40.9,2024-07-14,11
-73.9,40.9,2016-06-08,38
-73.9,40.9,2015-09-29,21
-73.9,40.9,2016-06-10,29
-73.9,40.9,2013-05-05,16
-73.9,40.9,2019-04-10,32
-73.9,40.9,2015-08-08,23
-73.9,40.9,2013-04-07,17
-73.9,40.9,2012-11-30,20
-73.9,40.9,2016-07-16,26
-73.9,40.9,2015-05-01,20
-73.9,40.9,2021-02-03,19
-73.9,40.9,2015-08-31,34
-73.9,40.9,2015-12-08,26
-73.9,40.9,2024-10-18,17
-73.9,40.9,2018-02-17,39
-73.9,40.9,2014-05-23,34
-73.9,40.9,2015-11-17,22
-73.9,40.9,2012-09-08,29
-73.9,40.9,2013-06-10,19
-73.9,40.9,2013-09-11,26
-73.9,40.9,2024-06-27,12
-73.9,40.9,2016-09-07,29
-73.9,40.9,2018-05-26,36
-73.9,40.9,2022-02-23,14
-73.9,40.9,2017-01-31,36
-73.9,40.9,2013-08-23,34
-73.9,40.9,2012-08-10,31
-73.9,40.9,2019-05-20,30
-73.9,40.9,2014-11-23,21
-73.9,40.9,2016-08-31,28
-73.9,40.9,2016-05-30,33
-73.9,40.9,2019-01-23,29
-73.9,40.9,2013-04-16,26
-73.9,40.9,2015-07-09,26
-73.9,40.9,2019-04-11,29
-73.9,40.9,2012-11-16,32
-73.9,40.9,2021-01-03,10
-73.9,40.9,2014-09-05,25
-73.9,40.9,2020-10-20,27
-73.9,40.9,2016-04-13,13
-73.9,40.9,2020-11-27,21
-73.9,40.9,2014-02-02,25
-73.9,40.9,2014-07-16,28
-73.9,40.9,2013-06-04,32
-73.9,40.9,2016-02-24,28
-73.9,40.9,2022-03-17,15
-73.9,40.9,2014-04-29,29
-73.9,40.9,2023-08-12,18
-73.9,40.9,2024-11-12,14
-73.9,40.9,2023-06-21,20
-73.9,40.9,2024-08-20,15
-73.9,40.9,2020-02-14,28
-73.9,40.9,2021-03-18,10
-73.9,40.9,2020-10-21,20
-73.9,40.9,2012-07-04,17
-73.9,40.9,2015-04-18,29
-73.9,40.9,2020-07-11,19
-73.9,40.9,2019-12-11,34
-73.9,40.9,2020-01-20,13
-73.9,40.9,2021-04-08,19
-73.9,40.9,2020-11-22,18
-73.9,40.9,2012-12-03,18
-73.9,40.9,2019-03-01,51
-73.9,40.9,2024-05-13,20
-73.9,40.9,2018-07-12,31
-73.9,40.9,2020-05-07,14
-73.9,40.9,2023-12-06,9
-73.9,40.9,2017-01-30,27
-73.9,40.9,2022-02-14,19
-73.9,40.9,2021-04-02,20
-73.9,40.9,2022-10-20,20
-73.9,40.9,2022-11-06,16
-73.9,40.9,2015-06-03,23
-73.9,40.9,2021-06-11,22
-73.9,40.9,2020-11-23,15
-73.9,40.9,2016-10-21,33
-73.9,40.9,2018-07-06,40
-73.9,40.9,2014-07-19,21
-73.9,40.9,2016-05-20,43
-73.9,40.9,2016-07-19,32
-73.9,40.9,2023-10-27,14
-73.9,40.9,2013-07-20,29
-73.9,40.9,2014-03-09,13
-73.9,40.9,2019-09-21,39
-73.9,40.9,2013-05-27,24
-73.9,40.9,2012-08-21,23
-73.9,40.9,2013-07-08,19
-73.9,40.9,2014-05-03,23
-73.9,40.9,2012-09-18,25
-73.9,40.9,2020-04-09,5
-73.9,40.9,2018-04-09,44
-73.9,40.9,2021-10-11,17
-73.9,40.9,2017-12-03,21
-73.9,40.9,2022-09-28,9
-73.9,40.9,2018-08-11,28
-73.9,40.9,2016-06-28,22
-73.9,40.9,2015-08-10,27
-73.9,40.9,2012-07-05,27
-73.9,40.9,2014-08-09,26
-73.9,40.9,2019-05-21,37
-73.9,40.9,2024-04-11,17
-73.9,40.9,2020-12-11,27
-73.9,40.9,2012-12-17,28
-73.9,40.9,2014-10-31,26
-73.9,40.9,2023-08-08,16
-73.9,40.9,2013-11-10,15
-73.9,40.9,2012-11-20,24
-73.9,40.9,2015-10-25,25
-73.9,40.9,2013-08-10,20
-73.9,40.9,2021-09-03,23
-73.9,40.9,2014-08-03,14
-73.9,40.9,2013-09-28,22
-73.9,40.9,2013-02-25,27
-73.9,40.9,2014-09-18,26
-73.9,40.9,2020-11-11,23
-73.9,40.9,2013-12-25,13
-73.9,40.9,2021-11-23,27
-73.9,40.9,2019-05-10,52
-73.9,40.9,2018-06-08,35
-73.9,40.9,2023-08-21,17
-73.9,40.9,2015-10-13,30
-73.9,40.9,2021-10-06,15
-73.9,40.9,2024-04-10,14
-73.9,40.9,2023-05-23,11
-73.9,40.9,2014-01-11,22
-73.9,40.9,2024-10-12,13
-73.9,40.9,2022-02-08,12
-73.9,40.9,2023-03-28,15
-73.9,40.9,2019-04-02,27
-73.9,40.9,2018-10-23,32
-73.9,40.9,2015-11-22,24
-73.9,40.9,2017-05-01,40
-73.9,40.9,2014-10-21,18
-73.9,40.9,2019-01-10,35
-73.9,40.9,2021-12-10,19
-73.9,40.9,2019-12-31,30
-73.9,40.9,2014-11-19,20
-73.9,40.9,2013-12-16,27
-73.9,40.9,2022-02-25,15
-73.9,40.9,2021-10-23,13
-73.9,40.9,2019-09-22,24
-73.9,40.9,2013-09-29,29
-73.9,40.9,2023-07-29,18
-73.9,40.9,2015-08-27,30
-73.9,40.9,2018-12-23,37
-73.9,40.9,2023-12-19,9
-73.9,40.9,2014-12-27,10
-73.9,40.9,2019-03-11,33
-73.9,40.9,2015-04-02,27
-73.9,40.9,2023-08-13,23
-73.9,40.9,2013-05-29,28
-73.9,40.9,2022-08-15,16
-73.9,40.9,2018-11-01,26
-73.9,40.9,2014-02-24,29
-73.9,40.9,2024-10-10,9
-73.9,40.9,2016-11-25,31
-73.9,40.9,2016-10-06,37
-73.9,40.9,2022-08-17,12
-73.9,40.9,2013-10-10,17
-73.9,40.9,2013-09-22,20
-73.9,40.9,2021-05-27,18
-73.9,40.9,2015-08-16,24
-73.9,40.9,2021-04-30,15
-73.9,40.9,2021-09-05,17
-73.9,40.9,2015-07-08,26
-73.9,40.9,2014-12-10,27
-73.9,40.9,2018-11-14,43
-73.9,40.9,2019-07-14,19
-73.9,40.9,2019-10-26,36
-73.9,40.9,2024-08-21,12
-73.9,40.9,2020-11-18,24
-73.9,40.9,2012-10-31,17
-73.9,40.9,2015-09-07,20
-73.9,40.9,2013-09-18,22
-73.9,40.9,2017-09-27,44
-73.9,40.9,2015-12-21,25
-73.9,40.9,2013-05-18,28
-73.9,40.9,2015-10-24,25
-73.9,40.9,2015-07-19,25
-73.9,40.9,2024-11-18,17
-73.9,40.9,2019-04-07,25
-73.9,40.9,2024-06-16,10
-73.9,40.9,2019-07-11,33
-73.9,40.9,2021-02-20,17
-73.9,40.9,2017-12-20,42
-73.9,40.9,2018-05-06,16
-73.9,40.9,2014-12-18,33
-73.9,40.9,2013-12-11,27
-73.9,40.9,2020-07-23,15
-73.9,40.9,2022-08-11,17
-73.9,40.9,2013-08-14,36
-73.9,40.9,2019-02-11,26
-73.9,40.9,2014-11-07,23
-73.9,40.9,2017-02-04,39
-73.9,40.9,2017-02-07,41
-73.9,40.9,2013-09-02,15
-73.9,40.9,2014-10-22,32
-73.9,40.9,2023-01-13,13
-73.9,40.9,2023-06-19,14
-73.9,40.9,2019-05-24,54
-73.9,40.9,2020-06-30,12
-73.9,40.9,2012-07-31,18
-73.9,40.9,2015-05-13,23
-73.9,40.9,2022-05-28,17
-73.9,40.9,2021-01-02,12
-73.9,40.9,2013-08-02,37
-73.9,40.9,2014-04-24,27
-73.9,40.9,2021-10-31,22
-73.9,40.9,2022-05-22,22
-73.9,40.9,2023-01-26,18
-73.9,40.9,2020-06-18,18
-73.9,40.9,2015-09-06,23
-73.9,40.9,2016-03-27,18
-73.9,40.9,2020-06-20,9
-73.9,40.9,2018-09-14,48
-73.9,40.9,2014-12-24,24
-73.9,40.9,2013-01-05,20
-73.9,40.9,2020-10-29,24
-73.9,40.9,2014-01-22,16
-73.9,40.9,2021-05-30,13
-73.9,40.9,2013-01-08,28
-73.9,40.9,2022-01-11,13
-73.9,40.9,2015-06-22,36
-73.9,40.9,2019-05-29,26
-73.9,40.9,2020-03-09,32
-73.9,40.9,2018-03-13,28
-73.9,40.9,2016-12-19,42
-73.9,40.9,2022-10-19,14
-73.9,40.9,2013-08-06,22
-73.9,40.9,2018-03-21,22
-73.9,40.9,2018-03-24,22
-73.9,40.9,2021-09-11,19
-73.9,40.9,2021-07-31,16
-73.9,40.9,2019-08-21,26
-73.9,40.9,2014-10-10,21
-73.9,40.9,2023-08-20,22
-73.9,40.9,2019-07-09,32
-73.9,40.9,2020-08-24,15
-73.9,40.9,2016-10-02,22
-73.9,40.9,2014-09-07,24
-73.9,40.9,2014-06-24,35
-73.9,40.9,2022-10-03,15
-73.9,40.9,2017-02-06,37
-73.9,40.9,2023-10-31,10
-73.9,40.9,2018-04-23,43
-73.9,40.9,2015-11-27,21
-73.9,40.9,2024-01-20,18
-73.9,40.9,2014-11-25,24
-73.9,40.9,2020-07-16,18
-73.9,40.9,2022-06-04,20
-73.9,40.9,2015-01-10,28
-73.9,40.9,2021-08-24,20
-73.9,40.9,2015-09-08,40
-73.9,40.9,2014-06-15,18
-73.9,40.9,2017-08-12,21
-73.9,40.9,2020-03-03,33
-73.9,40.9,2018-02-24,26
-73.9,40.9,2015-09-30,26
-73.9,40.9,2017-09-02,36
-73.9,40.9,2015-03-07,24
-73.9,40.9,2023-03-12,14
-73.9,40.9,2014-04-10,20
-73.9,40.9,2015-09-23,17
-73.9,40.9,2018-11-11,21
-73.9,40.9,2021-10-01,20
-73.9,40.9,2014-11-10,29
-73.9,40.9,2024-03-13,20
-73.9,40.9,2021-05-21,22
-73.9,40.9,2017-03-26,22
-73.9,40.9,2012-08-08,28
-73.9,40.9,2022-05-25,19
-73.9,40.9,2014-05-09,28
-73.9,40.9,2019-10-13,32
-73.9,40.9,2019-10-30,35
-73.9,40.9,2018-10-16,29
-73.9,40.9,2015-05-12,33
-73.9,40.9,2015-05-08,26
-73.9,40.9,2016-05-01,7
-73.9,40.9,2022-08-01,22
-73.9,40.9,2018-01-27,23
-73.9,40.9,2014-01-02,24
-73.9,40.9,2023-01-04,14
-73.9,40.9,2017-09-01,33
-73.9,40.9,2019-04-15,33
-73.9,40.9,2021-08-07,20
-73.9,40.9,2015-12-23,30
-73.9,40.9,2019-10-21,32
-73.9,40.9,2021-09-28,15
-73.9,40.9,2014-08-04,26
-73.9,40.9,2023-09-29,18
-73.9,40.9,2015-09-12,29
-73.9,40.9,2013-10-28,30
-73.9,40.9,2018-11-12,20
-73.9,40.9,2016-03-13,12
-73.9,40.9,2016-03-04,38
-73.9,40.9,2017-06-27,39
-73.9,40.9,2020-01-27,29
-73.9,40.9,2021-12-25,12
-73.9,40.9,2015-06-24,43
-73.9,40.9,2018-09-08,28
-73.9,40.9,2013-01-22,21
-73.9,40.9,2023-04-03,14
-73.9,40.9,2013-09-04,30
-73.9,40.9,2019-11-25,32
-73.9,40.9,2012-09-28,29
-73.9,40.9,2013-10-09,18
-73.9,40.9,2014-10-02,22
-73.9,40.9,2022-12-28,11
-73.9,40.9,2024-02-04,17
-73.9,40.9,2019-07-04,21
-73.9,40.9,2020-01-29,25
-73.9,40.9,2015-04-09,18
-73.9,40.9,2014-08-08,20
-73.9,40.9,2024-05-12,15
-73.9,40.9,2023-03-26,15
-73.9,40.9,2012-07-19,16
-73.9,40.9,2016-07-09,36
-73.9,40.9,2020-11-07,25
-73.9,40.9,2019-02-03,24
-73.9,40.9,2020-05-08,10
-73.9,40.9,2020-07-07,17
-73.9,40.9,2019-05-07,25
-73.9,40.9,2022-11-09,12
-73.9,40.9,2015-05-03,32
-73.9,40.9,2013-04-30,20
-73.9,40.9,2018-11-09,48
-73.9,40.9,2023-05-15,14
-73.9,40.9,2022-02-06,27
-73.9,40.9,2020-01-06,30
-73.9,40.9,2020-02-09,16
-73.9,40.9,2023-09-19,15
-73.9,40.9,2024-06-08,12
-73.9,40.9,2012-09-20,13
-73.9,40.9,2022-01-29,21
-73.9,40.9,2014-04-23,14
-73.9,40.9,2015-01-03,18
-73.9,40.9,2017-05-07,19
-73.9,40.9,2020-10-09,19
-73.9,40.9,2024-08-24,16
-73.9,40.9,2024-04-16,13
-73.9,40.9,2015-01-16,31
-73.9,40.9,2012-09-27,23
-73.9,40.9,2016-01-01,25
-73.9,40.9,2016-03-07,23
-73.9,40.9,2022-05-18,18
-73.9,40.9,2022-08-10,17
-73.9,40.9,2017-05-14,28
-73.9,40.9,2020-02-19,20
-73.9,40.9,2024-01-27,15
-73.9,40.9,2020-06-04,17
-73.9,40.9,2012-12-04,23
-73.9,40.9,2023-03-02,15
-73.9,40.9,2013-06-30,23
-73.9,40.9,2020-08-27,23
-73.9,40.9,2012-09-04,25
-73.9,40.9,2015-03-11,24
-73.9,40.9,2014-07-27,19
-73.9,40.9,2024-07-17,21
-73.9,40.9,2022-07-12,15
-73.9,40.9,2013-07-17,21
-73.9,40.9,2014-07-29,17
-73.9,40.9,2012-10-11,35
-73.9,40.9,2023-04-20,13
-73.9,40.9,2022-01-21,13
-73.9,40.9,2013-10-19,28
-73.9,40.9,2021-12-26,9
-73.9,40.9,2019-08-13,25
-73.9,40.9,2021-04-11,14
-73.9,40.9,2019-12-29,24
-73.9,40.9,2023-02-16,10
-73.9,40.9,2019-03-26,38
-73.9,40.9,2024-04-22,17
-73.9,40.9,2015-04-08,18
-73.9,40.9,2023-02-18,12
-73.9,40.9,2014-01-30,20
-73.9,40.9,2014-06-27,20
-73.9,40.9,2014-04-14,25
-73.9,40.9,2015-10-11,19
-73.9,40.9,2015-07-03,24
-73.9,40.9,2023-03-25,12
-73.9,40.9,2015-05-06,22
-73.9,40.9,2022-10-02,13
-73.9,40.9,2023-09-26,14
-73.9,40.9,2014-06-23,26
-73.9,40.9,2021-08-20,24
-73.9,40.9,2020-07-31,29
-73.9,40.9,2020-07-25,23
-73.9,40.9,2021-08-04,19
-73.9,40.9,2021-05-14,21
-73.9,40.9,2014-06-25,24
-73.9,40.9,2024-05-25,15
-73.9,40.9,2020-01-23,31
-73.9,40.9,2015-11-29,27
-73.9,40.9,2021-07-15,24
-73.9,40.9,2016-08-22,37
-73.9,40.9,2013-03-04,16
-73.9,40.9,2014-08-12,22
-73.9,40.9,2014-10-06,28
-73.9,40.9,2018-03-29,28
-73.9,40.9,2021-10-18,16
-73.9,40.9,2020-07-22,12
-73.9,40.9,2018-05-10,26
-73.9,40.9,2019-09-30,26
-73.9,40.9,2016-04-25,12
-73.9,40.9,2013-05-13,30
-73.9,40.9,2020-11-15,15
-73.9,40.9,2021-01-20,22
-73.9,40.9,2014-11-14,25
-73.9,40.9,2015-09-27,22
-73.9,40.9,2015-01-29,18
-73.9,40.9,2016-07-22,23
-73.9,40.9,2018-09-02,32
-73.9,40.9,2012-10-07,21
-73.9,40.9,2023-05-05,16
-73.9,40.9,2019-08-06,25
-73.9,40.9,2019-02-07,23
-73.9,40.9,2017-09-17,26
-73.9,40.9,2021-10-04,15
-73.9,40.9,2024-10-28,9
-73.9,40.9,2021-05-04,23
-73.9,40.9,2020-05-01,17
-73.9,40.9,2022-06-28,15
-73.9,40.9,2022-11-20,11
-73.9,40.9,2016-06-26,26
-73.9,40.9,2017-06-09,30
-73.9,40.9,2021-12-09,18
-73.9,40.9,2021-07-17,19
-73.9,40.9,2022-03-15,19
-73.9,40.9,2023-08-26,12
-73.9,40.9,2022-02-12,18
-73.9,40.9,2020-06-11,19
-73.9,40.9,2021-04-25,17
-73.9,40.9,2019-10-07,29
-73.9,40.9,2013-01-01,16
-73.9,40.9,2020-05-20,16
-73.9,40.9,2021-02-16,11
-73.9,40.9,2021-03-26,21
-73.9,40.9,2020-01-19,21
-73.9,40.9,2016-08-11,36
-73.9,40.9,2017-10-14,24
-73.9,40.9,2023-03-14,17
-73.9,40.9,2020-10-01,16
-73.9,40.9,2019-08-27,30
-73.9,40.9,2019-03-24,19
-73.9,40.9,2023-11-16,13
-73.9,40.9,2019-05-31,32
-73.9,40.9,2016-11-28,27
-73.9,40.9,2016-11-04,37
-73.9,40.9,2020-07-03,15
-73.9,40.9,2018-03-11,31
-73.9,40.9,2019-02-10,16
-73.9,40.9,2024-08-10,13
-73.9,40.9,2024-04-06,15
-73.9,40.9,2016-03-19,28
-73.9,40.9,2017-08-02,22
-73.9,40.9,2021-03-25,9
-73.9,40.9,2022-10-10,17
-73.9,40.9,2017-08-20,21
-73.9,40.9,2024-11-16,16
-73.9,40.9,2017-12-25,27
-73.9,40.9,2019-06-01,34
-73.9,40.9,2019-01-24,30
-73.9,40.9,2021-11-21,20
-73.9,40.9,2023-01-08,15
-73.9,40.9,2022-03-28,18
-73.9,40.9,2017-11-20,39
-73.9,40.9,2018-06-14,35
-73.9,40.9,2022-06-27,14
-73.9,40.9,2016-10-17,29
-73.9,40.9,2022-11-28,17
-73.9,40.9,2023-03-24,14
-73.9,40.9,2022-10-06,14
-73.9,40.9,2024-05-19,13
-73.9,40.9,2023-02-12,11
-73.9,40.9,2015-08-26,29
-73.9,40.9,2018-04-18,31
-73.9,40.9,2021-10-09,14
-73.9,40.9,2023-10-11,9
-73.9,40.9,2023-04-01,18
-73.9,40.9,2022-02-19,14
-73.9,40.9,2022-06-29,11
-73.9,40.9,2018-03-04,30
-73.9,40.9,2014-03-07,23
-73.9,40.9,2019-04-03,30
-73.9,40.9,2014-02-21,29
-73.9,40.9,2023-12-12,20
-73.9,40.9,2019-10-16,34
-73.9,40.9,2019-07-07,15
-73.9,40.9,2018-07-02,33
-73.9,40.9,2016-04-06,18
-73.9,40.9,2021-04-26,20
-73.9,40.9,2023-02-11,24
-73.9,40.9,2019-07-25,33
-73.9,40.9,2015-10-28,33
-73.9,40.9,2017-06-26,33
-73.9,40.9,2013-01-23,16
-73.9,40.9,2018-03-07,34
-73.9,40.9,2019-05-04,38
-73.9,40.9,2019-10-08,29
-73.9,40.9,2019-12-30,22
-73.9,40.9,2015-03-30,23
-73.9,40.9,2024-03-09,14
-73.9,40.9,2017-03-10,31
-73.9,40.9,2020-03-16,28
-73.9,40.9,2023-07-30,18
-73.9,40.9,2014-07-04,18
-73.9,40.9,2019-10-29,35
-73.9,40.9,2021-02-17,18
-73.9,40.9,2018-11-06,32
-73.9,40.9,2013-10-16,27
-73.9,40.9,2020-01-10,40
-73.9,40.9,2016-03-26,18
-73.9,40.9,2023-08-30,15
-73.9,40.9,2024-09-20,10
-73.9,40.9,2024-06-25,9
-73.9,40.9,2023-12-22,16
-73.9,40.9,2016-03-15,16
-73.9,40.9,2018-01-18,39
-73.9,40.9,2020-02-13,28
-73.9,40.9,2018-04-03,26
-73.9,40.9,2022-05-19,22
-73.9,40.9,2013-11-27,33
-73.9,40.9,2013-10-29,18
-73.9,40.9,2013-07-29,22
-73.9,40.9,2013-07-16,21
-73.9,40.9,2014-03-11,19
-73.9,40.9,2020-06-05,10
-73.9,40.9,2013-07-30,21
-73.9,40.9,2021-11-26,18
-73.9,40.9,2023-08-28,19
-73.9,40.9,2013-08-18,20
-73.9,40.9,2023-10-15,16
-73.9,40.9,2014-05-13,14
-73.9,40.9,2024-11-21,28
-73.9,40.9,2021-11-13,20
-73.9,40.9,2020-04-19,12
-73.9,40.9,2023-05-08,16
-73.9,40.9,2013-09-14,22
-73.9,40.9,2015-05-27,26
-73.9,40.9,2014-09-21,18
-73.9,40.9,2021-05-18,28
-73.9,40.9,2022-11-30,21
-73.9,40.9,2018-06-05,37
-73.9,40.9,2015-07-04,15
-73.9,40.9,2016-02-21,25
-73.9,40.9,2024-11-09,20
-73.9,40.9,2014-10-12,18
-73.9,40.9,2016-10-12,20
-73.9,40.9,2015-01-15,27
-73.9,40.9,2017-07-16,32
-73.9,40.9,2014-02-20,26
-73.9,40.9,2023-12-08,19
-73.9,40.9,2019-09-17,29
-73.9,40.9,2017-10-24,39
-73.9,40.9,2020-06-14,21
-73.9,40.9,2017-04-15,21
-73.9,40.9,2015-02-23,30
-73.9,40.9,2020-04-29,15
-73.9,40.9,2017-05-09,32
-73.9,40.9,2020-12-07,13
-73.9,40.9,2016-07-20,32
-73.9,40.9,2016-02-17,19
-73.9,40.9,2018-12-13,33
-73.9,40.9,2023-03-18,13
-73.9,40.9,2021-02-24,10
-73.9,40.9,2019-06-10,30
-73.9,40.9,2024-08-05,15
-73.9,40.9,2021-11-28,15
-73.9,40.9,2024-10-24,10
-73.9,40.9,2023-02-26,14
-73.9,40.9,2023-03-21,16
-73.9,40.9,2020-10-14,20
-73.9,40.9,2023-01-17,9
-73.9,40.9,2020-07-09,16
-73.9,40.9,2024-04-09,19
-73.9,40.9,2020-08-29,19
-73.9,40.9,2021-07-01,19
-73.9,40.9,2019-07-23,26
-73.9,40.9,2016-05-12,40
-73.9,40.9,2023-04-15,12
-73.9,40.9,2021-04-06,16
-73.9,40.9,2022-01-03,6
-73.9,40.9,2017-05-20,24
-73.9,40.9,2023-03-29,19
-73.9,40.9,2015-02-14,20
-73.9,40.9,2020-12-18,20
-73.9,40.9,2017-01-11,29
-73.9,40.9,2021-09-14,25
-73.9,40.9,2013-12-05,28
-73.9,40.9,2020-03-17,21
-73.9,40.9,2022-11-02,16
-73.9,40.9,2020-05-21,17
-73.9,40.9,2015-07-05,23
-73.9,40.9,2021-05-31,16
-73.9,40.9,2022-05-26,18
-73.9,40.9,2024-02-22,9
-73.9,40.9,2021-10-10,18
-73.9,40.9,2022-12-05,20
-73.9,40.9,2024-04-27,13
-73.9,40.9,2013-03-27,20
-73.9,40.9,2014-12-22,25
-73.9,40.9,2013-02-01,22
-73.9,40.9,2014-04-20,15
-73.9,40.9,2019-11-19,41
-73.9,40.9,2014-09-23,26
-73.9,40.9,2018-06-28,37
-73.9,40.9,2015-06-30,26
-73.9,40.9,2022-01-12,18
-73.9,40.9,2015-01-31,16
-73.9,40.9,2018-03-08,30
-73.9,40.9,2013-07-13,24
-73.9,40.9,2020-12-15,15
-73.9,40.9,2013-02-03,27
-73.9,40.9,2012-08-30,24
-73.9,40.9,2021-08-23,15
-73.9,40.9,2023-05-09,19
-73.9,40.9,2024-08-23,5
-73.9,40.9,2021-01-15,7
-73.9,40.9,2016-05-19,35
-73.9,40.9,2016-08-09,25
-73.9,40.9,2018-10-31,33
-73.9,40.9,2013-04-26,31
-73.9,40.9,2012-08-24,35
-73.9,40.9,2017-10-03,29
-73.9,40.9,2024-02-10,12
-73.9,40.9,2023-03-13,16
-73.9,40.9,2024-02-15,17
-73.9,40.9,2023-06-25,17
-73.9,40.9,2013-04-03,18
-73.9,40.9,2016-03-11,28
-73.9,40.9,2015-07-25,17
-73.9,40.9,2023-05-07,16
-73.9,40.9,2023-05-11,24
-73.9,40.9,2019-05-19,28
-73.9,40.9,2017-12-06,36
-73.9,40.9,2017-03-28,32
-73.9,40.9,2016-04-07,17
-73.9,40.9,2019-06-08,33
-73.9,40.9,2022-01-31,15
-73.9,40.9,2021-01-25,19
-73.9,40.9,2024-10-31,14
-73.9,40.9,2017-01-06,26
-73.9,40.9,2016-06-15,33
-73.9,40.9,2019-06-11,38
-73.9,40.9,2015-06-14,29
-73.9,40.9,2014-01-15,35
-73.9,40.9,2015-10-23,33
-73.9,40.9,2023-12-15,15
-73.9,40.9,2013-02-22,20
-73.9,40.9,2019-11-29,27
-73.9,40.9,2021-07-03,19
-73.9,40.9,2018-04-14,33
-73.9,40.9,2014-03-06,25
-73.9,40.9,2020-03-10,37
-73.9,40.9,2018-02-05,42
-73.9,40.9,2019-02-21,30
-73.9,40.9,2016-08-17,36
-73.9,40.9,2017-11-09,38
-73.9,40.9,2019-03-25,27
-73.9,40.9,2014-03-01,22
-73.9,40.9,2013-06-08,30
-73.9,40.9,2023-08-07,14
-73.9,40.9,2018-02-22,29
-73.9,40.9,2015-09-05,27
-73.9,40.9,2012-11-13,23
-73.9,40.9,2023-02-04,14
-73.9,40.9,2019-01-18,28
-73.9,40.9,2014-02-28,37
-73.9,40.9,2023-06-18,19
-73.9,40.9,2016-02-12,24
-73.9,40.9,2013-10-18,34
-73.9,40.9,2015-10-31,13
-73.9,40.9,2020-01-05,13
-73.9,40.9,2021-06-04,15
-73.9,40.9,2018-12-15,30
-73.9,40.9,2013-09-17,23
-73.9,40.9,2014-09-24,32
-73.9,40.9,2013-05-15,23
-73.9,40.9,2013-08-31,17
-73.9,40.9,2018-10-28,42
-73.9,40.9,2015-11-20,37
-73.9,40.9,2019-02-19,24
-73.9,40.9,2023-06-13,13
-73.9,40.9,2013-10-14,11
-73.9,40.9,2013-05-12,19
-73.9,40.9,2024-04-26,11
-73.9,40.9,2017-04-16,27
-73.9,40.9,2016-10-10,40
-73.9,40.9,2024-05-04,14
-73.9,40.9,2021-10-16,29
-73.9,40.9,2021-10-21,27
-73.9,40.9,2020-09-11,28
-73.9,40.9,2018-07-24,36
-73.9,40.9,2019-08-26,26
-73.9,40.9,2014-06-05,16
-73.9,40.9,2015-03-08,27
-73.9,40.9,2017-01-04,29
-73.9,40.9,2014-12-05,25
-73.9,40.9,2014-11-06,26
-73.9,40.9,2024-02-17,13
-73.9,40.9,2014-08-30,24
-73.9,40.9,2023-02-24,16
-73.9,40.9,2024-07-25,15
-73.9,40.9,2017-08-16,29
-73.9,40.9,2021-04-04,22
-73.9,40.9,2020-07-27,15
-73.9,40.9,2022-09-09,21
-73.9,40.9,2019-03-17,25
-73.9,40.9,2016-12-21,36
-73.9,40.9,2017-07-17,25
-73.9,40.9,2023-02-13,16
-73.9,40.9,2021-05-24,21
-73.9,40.9,2013-08-09,15
-73.9,40.9,2017-01-13,26
-73.9,40.9,2021-03-06,15
-73.9,40.9,2024-06-20,23
-73.9,40.9,2021-04-17,11
-73.9,40.9,2014-08-17,17
-73.9,40.9,2021-09-23,17
-73.9,40.9,2023-07-13,19
-73.9,40.9,2019-06-17,31
-73.9,40.9,2021-02-21,11
-73.9,40.9,2013-08-13,18
-73.9,40.9,2019-05-28,21
-73.9,40.9,2014-04-17,21
-73.9,40.9,2020-12-17,14
-73.9,40.9,2013-01-06,19
-73.9,40.9,2022-11-10,10
-73.9,40.9,2022-04-09,15
-73.9,40.9,2021-12-30,8
-73.9,40.9,2015-04-23,22
-73.9,40.9,2023-12-04,12
-73.9,40.9,2013-05-22,21
-73.9,40.9,2015-02-02,31
-73.9,40.9,2016-11-09,26
-73.9,40.9,2012-08-16,17
-73.9,40.9,2015-04-13,22
